Epoch,Training Accuracy,Test Accuracy
1,0.9714,0.9645
2,0.9757,0.9645
3,0.9839,0.9714
4,0.9875,0.9736
5,0.9901,0.9758
6,0.9936,0.9790
7,0.9925,0.9786
8,0.9940,0.9800
9,0.9939,0.9772
10,0.9960,0.9817
11,0.9952,0.9789
12,0.9930,0.9779
13,0.9973,0.9833
14,0.9935,0.9773
15,0.9980,0.9806
16,0.9966,0.9795
17,0.9982,0.9821
18,0.9936,0.9762
19,0.9968,0.9805
20,0.9963,0.9786
21,0.9959,0.9796
22,0.9963,0.9793
23,0.9968,0.9792
24,0.9979,0.9816
25,0.9982,0.9831
26,0.9976,0.9822
27,0.9980,0.9812
28,0.9976,0.9805
29,0.9990,0.9824
30,0.9986,0.9837
31,0.9977,0.9798
32,0.9978,0.9814
33,0.9989,0.9838
34,0.9992,0.9835
35,0.9962,0.9789
36,0.9971,0.9819
37,0.9979,0.9815
38,0.9969,0.9796
39,0.9979,0.9816
40,0.9982,0.9822
41,0.9987,0.9829
42,0.9989,0.9814
43,0.9992,0.9831
44,0.9986,0.9854
45,0.9989,0.9837
46,0.9991,0.9828
47,0.9977,0.9818
48,0.9988,0.9835
49,0.9991,0.9841
50,0.9998,0.9842
51,0.9988,0.9827
52,0.9948,0.9769
53,0.9983,0.9810
54,0.9982,0.9805
55,0.9998,0.9830
56,0.9999,0.9835
57,1.0000,0.9848
58,1.0000,0.9843
59,0.9999,0.9847
60,0.9987,0.9842
61,0.9993,0.9840
62,0.9996,0.9851
63,0.9986,0.9829
64,0.9988,0.9825
65,0.9984,0.9842
66,0.9986,0.9830
67,0.9980,0.9814
68,0.9988,0.9836
69,0.9988,0.9830
70,0.9995,0.9850
71,0.9967,0.9788
72,0.9971,0.9817
73,0.9979,0.9806
74,0.9984,0.9814
75,0.9987,0.9831
76,0.9994,0.9822
77,0.9993,0.9830
78,0.9995,0.9830
79,0.9997,0.9836
80,0.9991,0.9824
81,0.9993,0.9839
82,0.9992,0.9842
83,0.9988,0.9828
84,0.9989,0.9812
85,0.9995,0.9828
86,0.9996,0.9833
87,0.9999,0.9845
88,0.9998,0.9843
89,0.9992,0.9813
90,0.9982,0.9817
91,0.9987,0.9805
92,0.9994,0.9827
93,0.9995,0.9845
94,0.9991,0.9835
95,0.9993,0.9836
96,0.9973,0.9817
97,0.9990,0.9823
98,0.9989,0.9825
99,0.9988,0.9815
100,0.9998,0.9856
101,0.9996,0.9837
102,0.9998,0.9831
103,0.9968,0.9776
104,0.9996,0.9829
105,0.9998,0.9857
106,0.9998,0.9833
107,0.9991,0.9814
108,0.9990,0.9822
109,0.9997,0.9820
110,0.9992,0.9833
111,0.9994,0.9830
112,0.9991,0.9825
113,0.9999,0.9839
114,1.0000,0.9845
115,0.9998,0.9837
116,0.9970,0.9791
117,0.9990,0.9824
118,0.9986,0.9824
119,0.9987,0.9823
120,0.9992,0.9837
121,0.9998,0.9838
122,0.9995,0.9823
123,0.9992,0.9827
124,0.9978,0.9811
125,0.9995,0.9852
126,0.9997,0.9851
127,0.9994,0.9836
128,0.9997,0.9834
129,0.9997,0.9843
130,0.9996,0.9849
131,0.9989,0.9830
132,0.9994,0.9832
133,0.9998,0.9843
134,0.9992,0.9828
135,0.9998,0.9852
136,0.9997,0.9844
137,0.9998,0.9847
138,0.9995,0.9843
139,0.9985,0.9841
140,0.9993,0.9830
141,0.9995,0.9845
142,0.9999,0.9839
143,0.9997,0.9827
144,0.9999,0.9840
145,0.9998,0.9839
146,0.9994,0.9828
147,0.9991,0.9837
148,0.9989,0.9824
149,0.9992,0.9822
150,0.9998,0.9839
151,0.9999,0.9845
152,1.0000,0.9856
153,1.0000,0.9856
154,1.0000,0.9856
155,1.0000,0.9857
156,1.0000,0.9857
157,1.0000,0.9857
158,1.0000,0.9856
159,0.9946,0.9767
160,0.9994,0.9824
161,0.9999,0.9849
162,0.9998,0.9837
163,0.9998,0.9855
164,0.9999,0.9847
165,0.9992,0.9827
166,0.9996,0.9847
167,0.9991,0.9838
168,0.9993,0.9842
169,0.9996,0.9845
170,1.0000,0.9868
171,1.0000,0.9861
172,1.0000,0.9859
173,1.0000,0.9859
174,1.0000,0.9860
175,1.0000,0.9861
176,1.0000,0.9861
177,1.0000,0.9862
178,1.0000,0.9863
179,1.0000,0.9863
180,1.0000,0.9863
181,1.0000,0.9863
182,1.0000,0.9862
183,1.0000,0.9862
184,1.0000,0.9863
185,1.0000,0.9862
186,1.0000,0.9862
187,1.0000,0.9862
188,1.0000,0.9863
189,1.0000,0.9863
190,1.0000,0.9863
191,1.0000,0.9863
192,1.0000,0.9862
193,1.0000,0.9862
194,1.0000,0.9862
195,1.0000,0.9862
196,1.0000,0.9862
197,1.0000,0.9860
198,1.0000,0.9860
199,1.0000,0.9860
200,1.0000,0.9859
