Epoch,Training Accuracy,Test Accuracy
1,0.9453,0.9418
2,0.9616,0.9558
3,0.9698,0.9616
4,0.9763,0.9685
5,0.9807,0.9700
6,0.9812,0.9695
7,0.9857,0.9724
8,0.9877,0.9741
9,0.9892,0.9757
10,0.9906,0.9751
11,0.9919,0.9755
12,0.9938,0.9764
13,0.9908,0.9740
14,0.9910,0.9732
15,0.9944,0.9765
16,0.9959,0.9765
17,0.9929,0.9723
18,0.9957,0.9757
19,0.9960,0.9762
20,0.9967,0.9770
21,0.9970,0.9766
22,0.9953,0.9726
23,0.9985,0.9769
24,0.9983,0.9761
25,0.9943,0.9722
26,0.9974,0.9767
27,0.9966,0.9737
28,0.9977,0.9769
29,0.9981,0.9787
30,0.9982,0.9773
31,0.9988,0.9759
32,0.9991,0.9777
33,0.9981,0.9753
34,0.9988,0.9746
35,0.9994,0.9773
36,0.9983,0.9758
37,0.9961,0.9715
38,0.9981,0.9752
39,0.9966,0.9720
40,0.9993,0.9766
41,0.9986,0.9757
42,0.9994,0.9772
43,0.9989,0.9765
44,0.9987,0.9750
45,0.9993,0.9772
46,0.9984,0.9764
47,0.9980,0.9758
48,0.9953,0.9725
49,0.9994,0.9768
50,0.9978,0.9748
51,0.9993,0.9769
52,0.9995,0.9760
53,0.9990,0.9754
54,0.9975,0.9744
55,0.9986,0.9744
56,0.9995,0.9756
57,0.9997,0.9769
58,0.9983,0.9767
59,0.9990,0.9750
60,0.9989,0.9762
61,0.9998,0.9778
62,0.9975,0.9735
63,0.9991,0.9761
64,0.9985,0.9762
65,0.9997,0.9769
66,0.9999,0.9772
67,1.0000,0.9787
68,1.0000,0.9784
69,0.9957,0.9746
70,0.9985,0.9778
71,0.9995,0.9766
72,0.9988,0.9778
73,0.9977,0.9726
74,0.9991,0.9760
75,0.9996,0.9769
76,0.9981,0.9748
77,0.9997,0.9773
78,0.9989,0.9758
79,0.9988,0.9759
80,0.9997,0.9784
81,0.9995,0.9780
82,0.9981,0.9743
83,0.9996,0.9781
84,1.0000,0.9772
85,1.0000,0.9767
86,1.0000,0.9766
87,1.0000,0.9771
88,1.0000,0.9775
89,1.0000,0.9774
90,1.0000,0.9773
91,1.0000,0.9773
92,1.0000,0.9773
93,1.0000,0.9777
94,1.0000,0.9781
95,1.0000,0.9776
96,1.0000,0.9780
97,1.0000,0.9777
98,1.0000,0.9777
99,1.0000,0.9780
100,0.9985,0.9759
101,0.9996,0.9766
102,0.9990,0.9786
103,0.9986,0.9732
104,0.9999,0.9778
105,0.9998,0.9774
106,0.9991,0.9772
107,0.9991,0.9773
108,0.9993,0.9774
109,0.9967,0.9738
110,0.9998,0.9764
111,0.9997,0.9775
112,0.9997,0.9772
113,0.9987,0.9749
114,0.9994,0.9759
115,0.9994,0.9771
116,0.9996,0.9770
117,0.9977,0.9740
118,1.0000,0.9777
119,0.9998,0.9757
120,0.9987,0.9757
121,0.9994,0.9776
122,0.9998,0.9785
123,0.9985,0.9743
124,0.9999,0.9762
125,0.9996,0.9764
126,0.9981,0.9742
127,0.9993,0.9756
128,0.9998,0.9773
129,0.9999,0.9768
130,0.9988,0.9753
131,0.9987,0.9759
132,0.9989,0.9744
133,0.9998,0.9769
134,0.9999,0.9785
135,0.9986,0.9755
136,0.9988,0.9752
137,0.9997,0.9763
138,1.0000,0.9779
139,0.9989,0.9751
140,0.9974,0.9743
141,0.9998,0.9775
142,0.9993,0.9766
143,0.9998,0.9760
144,0.9997,0.9775
145,0.9995,0.9758
146,0.9998,0.9760
147,0.9992,0.9726
148,0.9984,0.9747
149,0.9990,0.9756
150,0.9994,0.9762
151,0.9990,0.9772
152,0.9995,0.9773
153,0.9987,0.9749
154,0.9984,0.9765
155,0.9994,0.9773
156,0.9988,0.9759
157,0.9995,0.9781
158,0.9996,0.9777
159,0.9987,0.9761
160,0.9995,0.9770
161,0.9995,0.9774
162,0.9997,0.9773
163,0.9998,0.9774
164,0.9985,0.9742
165,0.9999,0.9787
166,0.9999,0.9783
167,0.9997,0.9789
168,0.9967,0.9736
169,0.9994,0.9764
170,0.9998,0.9792
171,0.9988,0.9760
172,0.9997,0.9759
173,0.9990,0.9729
174,0.9982,0.9744
175,0.9998,0.9780
176,0.9999,0.9777
177,0.9999,0.9776
178,0.9987,0.9757
179,0.9986,0.9745
180,0.9998,0.9769
181,1.0000,0.9784
182,0.9997,0.9758
183,0.9992,0.9770
184,0.9993,0.9756
185,0.9996,0.9765
186,0.9996,0.9773
187,0.9994,0.9775
188,0.9992,0.9764
189,0.9999,0.9792
190,1.0000,0.9796
191,1.0000,0.9792
192,0.9986,0.9756
193,0.9997,0.9775
194,0.9995,0.9752
195,0.9999,0.9757
196,1.0000,0.9763
197,0.9986,0.9748
198,0.9995,0.9767
199,0.9996,0.9771
200,0.9996,0.9761
