Epoch,Training Accuracy,Test Accuracy
1,0.9719,0.9668
2,0.9831,0.9747
3,0.9880,0.9760
4,0.9923,0.9784
5,0.9927,0.9789
6,0.9945,0.9794
7,0.9946,0.9798
8,0.9954,0.9800
9,0.9954,0.9776
10,0.9935,0.9768
11,0.9975,0.9826
12,0.9981,0.9815
13,0.9950,0.9789
14,0.9980,0.9829
15,0.9950,0.9776
16,0.9976,0.9800
17,0.9975,0.9811
18,0.9977,0.9818
19,0.9979,0.9807
20,0.9966,0.9786
21,0.9956,0.9765
22,0.9989,0.9819
23,0.9981,0.9830
24,0.9970,0.9818
25,0.9986,0.9839
26,0.9979,0.9831
27,0.9982,0.9820
28,0.9969,0.9819
29,0.9985,0.9826
30,0.9984,0.9821
31,0.9990,0.9835
32,0.9977,0.9812
33,0.9984,0.9825
34,0.9983,0.9823
35,0.9978,0.9818
36,0.9992,0.9848
37,0.9996,0.9843
38,0.9991,0.9835
39,0.9985,0.9824
40,0.9981,0.9809
41,0.9974,0.9811
42,0.9983,0.9822
43,0.9988,0.9838
44,0.9979,0.9814
45,0.9992,0.9828
46,0.9997,0.9857
47,0.9990,0.9832
48,0.9993,0.9816
49,0.9995,0.9834
50,0.9979,0.9817
51,0.9994,0.9836
52,0.9980,0.9825
53,0.9997,0.9827
54,0.9997,0.9852
55,0.9995,0.9825
56,0.9963,0.9780
57,0.9994,0.9841
58,0.9995,0.9847
59,0.9998,0.9849
60,0.9992,0.9839
61,0.9983,0.9825
62,0.9990,0.9812
63,0.9993,0.9843
64,0.9992,0.9851
65,0.9993,0.9847
66,0.9995,0.9835
67,0.9992,0.9832
68,0.9992,0.9858
69,0.9994,0.9864
70,0.9995,0.9849
71,0.9992,0.9851
72,0.9992,0.9841
73,0.9995,0.9831
74,0.9990,0.9834
75,0.9984,0.9834
76,0.9990,0.9832
77,0.9989,0.9829
78,0.9998,0.9858
79,0.9991,0.9844
80,0.9992,0.9842
81,0.9995,0.9839
82,0.9996,0.9835
83,0.9994,0.9841
84,0.9992,0.9833
85,0.9999,0.9866
86,0.9996,0.9852
87,0.9990,0.9837
88,0.9997,0.9851
89,0.9988,0.9838
90,0.9996,0.9843
91,0.9989,0.9819
92,0.9994,0.9835
93,0.9993,0.9845
94,0.9991,0.9834
95,0.9998,0.9851
96,0.9989,0.9834
97,0.9993,0.9825
98,0.9992,0.9848
99,0.9996,0.9835
100,0.9997,0.9846
101,0.9989,0.9837
102,0.9982,0.9830
103,0.9990,0.9852
104,0.9997,0.9854
105,0.9999,0.9858
106,0.9997,0.9837
107,0.9990,0.9815
108,0.9997,0.9829
109,0.9996,0.9844
110,0.9997,0.9848
111,0.9999,0.9849
112,0.9999,0.9855
113,0.9998,0.9849
114,0.9992,0.9835
115,0.9985,0.9809
116,0.9996,0.9836
117,1.0000,0.9852
118,0.9999,0.9852
119,0.9999,0.9839
120,0.9995,0.9838
121,0.9992,0.9827
122,0.9998,0.9835
123,0.9990,0.9839
124,0.9994,0.9836
125,0.9998,0.9844
126,0.9997,0.9841
127,0.9995,0.9832
128,0.9989,0.9833
129,0.9998,0.9838
130,0.9998,0.9861
131,0.9998,0.9830
132,0.9997,0.9840
133,0.9997,0.9832
134,0.9988,0.9825
135,0.9991,0.9821
136,0.9998,0.9837
137,0.9998,0.9855
138,0.9992,0.9810
139,0.9993,0.9833
140,0.9996,0.9840
141,0.9998,0.9852
142,0.9999,0.9855
143,0.9998,0.9848
144,0.9992,0.9841
145,0.9999,0.9848
146,0.9999,0.9863
147,0.9992,0.9821
148,0.9995,0.9826
149,0.9993,0.9813
150,0.9994,0.9823
151,0.9997,0.9834
152,0.9998,0.9840
153,0.9998,0.9834
154,0.9999,0.9844
155,0.9996,0.9827
156,0.9999,0.9836
157,0.9981,0.9805
158,0.9997,0.9825
159,0.9994,0.9836
160,0.9996,0.9826
161,0.9997,0.9837
162,0.9994,0.9829
163,0.9998,0.9848
164,0.9998,0.9849
165,0.9999,0.9846
166,0.9999,0.9830
167,0.9997,0.9833
168,0.9994,0.9836
169,0.9994,0.9835
170,0.9996,0.9838
171,0.9992,0.9835
172,0.9998,0.9843
173,0.9998,0.9848
174,0.9994,0.9835
175,0.9997,0.9835
176,0.9985,0.9836
177,0.9994,0.9848
178,0.9999,0.9830
179,0.9999,0.9836
180,0.9994,0.9814
181,0.9996,0.9836
182,0.9984,0.9839
183,0.9996,0.9846
184,0.9999,0.9845
185,0.9997,0.9839
186,0.9999,0.9847
187,0.9999,0.9842
188,0.9997,0.9826
189,0.9998,0.9839
190,0.9997,0.9829
191,0.9996,0.9837
192,0.9998,0.9857
193,0.9999,0.9856
194,0.9998,0.9854
195,0.9993,0.9838
196,0.9997,0.9840
197,0.9999,0.9834
198,0.9997,0.9843
199,0.9998,0.9850
200,0.9997,0.9824
